4,3
剧情,72631.37
动作,69948.95
动画,61846.12
古装,18648.0
喜剧,113685.48
奇幻,83674.0
惊悚,15198.0
战争,87436.14
灾难,92683.67
爱情,41516.94
科幻,64913.61
纪录片,2404.0
魔幻,34850.5
